Question,Answer,Site,Hotel,Hotel_ID,Date
Are calls from the room free?,"All calls local and national/long distance (within-U.S.), are free. For outside line, touch 9 and wait for dial tone. You may make calls directly from your room, long distance or local, by following the instructions on the phone. If assistance is necessary, touch 0 for the front desk.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
How do I make a local or long distance call?,Please dial 9 + Area Code + Number from your room phone.,Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
How so I make international phone calls?,"You may make international phone calls using calling cards, which you may buy at the local convenience store or gas station.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Will I get charged for toll-free number calls?,There is no charge for 800/888/877/866 calls.,Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
How may I access voicemail?,There is no voicemail capability in the room telephone system. Please call the front desk to see if anyone has left a message for you.,Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
How do I connect to the Wi-Fi?,"The following are the Internet connection instructions using Wi-Fi:
1. Turn on Wi-Fi on the device if Wi-Fi is not already on.
2. Select “QualityInn” network.
3. Wait for a minute and the passcode screen will automatically appear as shown to the right. If the passcode screen appears, please skip to Step 7.
4. If the passcode screen does not appear automatically, open a web browser and navigate to the URL http://mysna.com. The passcode screen should appear now. If the passcode screen appears, please skip to Step 7.
5. If the passcode screen does not appear and you see the message “Thank you, you are now connected” after Step 4, please skip to Step 10.
6. If the passcode screen still does not appear after Step 4, please call 800-574-6381 for further troubleshooting.
7. Please enter the passcode “green” (do not include the quotation marks).
8. Click on the checkbox for accepting the Terms & Conditions.
9. Click on the green Connect button.
10. You are now connected and able to surf the Internet.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
How do I connect to the Wi-Fi?,"1. Turn on Wi-Fi on the device if Wi-Fi is not already on.
2. Select “QualityInn” network.
3. Wait for a minute and the passcode screen will automatically appear as shown to the right. If the passcode screen appears, please skip to Step 7.
4. If the passcode screen does not appear automatically, open a web browser and navigate to the URL http://mysna.com. The passcode screen should appear now. If the passcode screen appears, please skip to Step 7.
5. If the passcode screen does not appear and you see the message “Thank you, you are now connected” after Step 4, please skip to Step 10.
6. If the passcode screen still does not appear after Step 4, please call 800-574-6381 for further troubleshooting.
7. Please enter the passcode “green” (do not include the quotation marks).
8. Click on the checkbox for accepting the Terms & Conditions.
9. Click on the green Connect button.
10. You are now connected and able to surf the Internet.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What should I do if I cannot connect to the Wi-Fi?,"If you need help connecting to the Wi-Fi, please dial 800-574-6381 for assistance 24 hours a day.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What are the rules for staying in our hotel?,"During your stay, please observe the following rules:
• Turn off the lights and television when not in use.
• Open window curtains when checking out and leave the room key at our office.
• Close the door and windows when using the room heat and air conditioning.
• Ice is for room use only. Do not fill your coolers.
• Damage to the room due to abuse or neglect is the responsibility of the guest.
• If maintenance is needed on items in your room, please report it to management.
• Do not smoke (even electronic cigarettes) in the room.
• Do not smoke outside near the air-conditioner units of any room as smoke will seep into nearby rooms.
• Do not cook in the room or near any room as smoke and smells will seep into nearby rooms. Internet access in hotel lobby is available and is complimentary.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Are there discounts at local restaurants for being a guest at this hotel?,There are discounts to local restaurants for being our guest.  Please see the Local Area Map given to you upon check-in for details about participating restaurants.,Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Can you tell me about local attractions?,"Local points of interest include: Alligator Farm (Airboat Rides), Coral Castle, Dolphins Plus, Everglades National Park, Florida Keys Outlet Marketplace, Key West Aquarium, Miccosukee Village & Airboat Tours, Monkey Jungle and Theater of the Sea.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Tell me a little about Alligator Farm?,"South Florida’s oldest alligator farm, the Everglades Alligator Farm, is located near the entrance of Everglades National Park and contains more than 2,000 alligators. A trip to the Everglades Alligator Farm includes an exciting airboat tour, an alligator show, a snake show, and an alligator feeding demonstration! If you are headed to Key Largo or Key West, this is an attraction you absolutely won’t want to miss.  Their website is www.everglades.com. and their phone number is 305-247-2628.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Tell me a little about Coral Castle?,"Coral Castle is an oolite limestone structure created by the Latvian-American eccentric Edward Leedskalnin (1887–1951). It is located in unincorporated territory of Miami-Dade County, Florida, between the cities of Homestead and Leisure City. The structure comprises numerous megalithic stones, mostly limestone formed from coral, each weighing several tons. It is currently a privately operated tourist attraction. Coral Castle is noted for legends surrounding its creation that claim it was built single-handedly by Leedskalnin using reverse magnetism or supernatural abilities to move and carve numerous stones, each weighing many tons.  Their phone number is 305-248-6345.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Tell me more about Dolphins Plus?,"At Dolphins Plus, our guests have the exciting opportunity to observe and interact with our Atlantic bottlenose dolphins in a unique and stimulating environment. We are located in beautiful Key Largo, Florida on the Gulf of Mexico (Bayside). Here, our guests can experience our dolphins in their natural seawater homes. Along with getting to interact with our dolphins, guests will learn all about these amazing creatures, and the importance of marine conservation, from our knowledgeable and well-trained staff of trainers and instructors. Our dolphins are always happy to meet new friends. So, come on over and jump on in. We’ll see you at Dolphins Plus.  Their phone number is 305-451-1993.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Tell me more about the Everglades National Park?,"The Everglades is an expansive area of land in south Florida, which consists of 1.5 million acres of wetland. Since the park covers such a large area of south Florida, planning is a must. There are three entrances to Everglades National Park and they are not connected, they are accessed through different areas of south Florida. The Flamingo Visitor Center offers educational displays, informational brochures, and backcountry permits. Campground facilities, a public boat ramp, a marina store, and other hiking and canoeing trails are located near the visitor center.  Please visit www.nps.gov/ever/index.htm or call 305-242-7700 for more information.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Please tell me more about the Florida Keys Outlet Marketplace?,The Florida Keys Outlet Marketplace is a bustling open-air mall with Spanish-style buildings offers brand-name outlet stores & a food court.  Please visit www.premiumoutlets.com/outlet/florida-keysoutlet-marketplace for more information.,Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Please tell me more about the Key West Aquarium?,"Located in Key West’s famous Mallory Square, the Key West Aquarium is one of the island’s most popular attractions for people of all ages. Home to alligators, jellyfish, sharks and many other marine animals, guests can enjoy interactive conservation talks as well as animal feedings. The aquarium’s touch tank features a variety of beautiful creatures, including conchs, sea stars, sea urchins, giant hermit crabs and horseshoe crabs. Guests also have the unique opportunity to meet live sharks and stingrays. For an unforgettable day in Key West, stop by the Key West Aquarium and get up close and personal with some of the most fascinating creates in the Florida Keys!  Please visits www.keywestaquarium.com or call 305-296‑2051 for more information.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Please tell me more about the Miccosukee Village & Airboat Tours?,"Opened in 1983, our museum offers visitors a glimpse into the Tribe’s unique way of life. Miccosukee history and culture is preserved through historical documents, archival photographs and original artifacts. Alongside permanent exhibits showcasing the early life of the Tribe as they adapted to the Everglades, the museum hosts rotating exhibits highlighting historical and contemporary Native American, First Nations and Aboriginal life. We don’t “wrestle” our gators—we love them and hope that you’ll learn about them through our demonstrations! Watch in awe as a brave demonstrator explains centuries-old traditions and rituals that have been handed down by generations of Miccosukee with their bare hands! The Village’s casual eatery has something for everybody! Burgers, fries, alligator bites, shakes and more! Our Little Shack is here for you.  Please visit https://miccosukee.com/resort/experiences/village-museum/ or call 305-480-1924 for more information.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Please tell me more about Monkey Jungle?,"Monkey Jungle is a unique wildlife park and discovery center established in 1935 in a natural subtropical forest in southern Miami-Dade County. The jungle wildlife live here much as they would in their native habitats. Visitors, students and scientists experience up close animal encounters with these amazing creatures in Miami’s natural 30-acre jungle park. The park has about 500 primates of 18 different species running loose. Guests walk through a series of tunnel cages. Its tagline is “Where the humans are caged and the monkeys run wild”. It includes an Amazonian rainforest. For more information please check out  www.monkeyjungle.com or call 305-235-1611.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Please tell me more about theater of the sea?,"Theater of the Sea lagoons and lush, tropical gardens are home to dolphins, sea lions, sea turtles, fish, sharks, stingrays, alligators, and birds. Our mission is to provide a wonderful home for our animals while sharing them with visitors in up close and personal shows and interaction programs. Loving and caring since 1946, we are family owned and located in the Florida Keys, half way between Miami and Key West.  Please see www.theaterofthesea.com or call 305-664‑2431 for more information.",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Where can a visitor get more information about things to do or places of interest in the area around the hotel?,The Tropical Everglades Visitor Association is a great resource for finding out about local area attractions and other travel-pertinent information.  Please visit https://tropicaleverglades.com or call 305-245-9180 for more information.,Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What is the TV channel guide so that I can find what channel a certain TV network is on?,"Here is the hotel TV's channel guide:
The TV Guide is on channel 7,
PBS is on channel 9,
CBS is on channel 10,
NBC is on channel 11,
FOX is on channel 12,
EST is on channel 13,
ABC is on channel 14,
PBS is on channel 15,
MEGA is on channel 16,
Univision is on channel 17,
Trinity Broadcasting Network is on channel 23,
Telemundo is on channel 25,
HBO is on channel 28,
HBO 2 is on channel 29,
FSN Sports is on channel 30,
SUN Sports is on channel 31,
SEC Sports is on channel 32,
ESPN is on channel 33,
ESPN-2 is on channel 34,
Golf channel is on channel 36,
CNBC is on channel 37,
CNN News is on channel 38,
Fox News is on channel 39,
Headline News is on channel 40,
MSNBC is on channel 41,
Weather channel is on channel 42,
A&E is on channel 43,
AMC is on channel 44,
FX is on channel 45,
TBS is on channel 46,
TNT Network is on channel 47,
USA is on channel 48,
MTV is on channel 49,
VH1 is on channel 50,
Discovery is on channel 51,
Food Network is on channel 52,
HGTV is on channel 53,
History is on channel 54,
Lifetime is on channel 55,
TLC is on channel 56,
Travel channel is on channel 57,
Disney is on channel 58,
Nickelodeon is on channel 60",Guest Directory,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Where may I leave a Google review?,Please visit this link to leave us a Google review: https://g.page/r/Ca6YMnH5zVMaEAg/review,Landing Page,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Where may I leave a Yelp! review?,Please visit this link to leave us a Yelp! review: https://www.yelp.com/writeareview/biz/nr4Mq4idBv5QW_CQ05suvA?review_origin=writeareview-search,Landing Page,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Where may I leave a TripAdvisor review?,"Please click <a href=""https://www.tripadvisor.com/UserReviewEdit-g34225-d84403-Quality_Inn_Florida_City_Gateway_to_the_Keys-Florida_City_Florida.html"">here</a> to leave us a TripAdvisor review.",Landing Page,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Where can we find you on social media?,Please visit us here: https://www.qualityinnfloridacity.com/landingpageclient/acfad1dd-2570-4900-a5c2-8f496f88527c#socialmedia,Landing Page,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
"Where can I find more information about the Florida Keys and where to play, shop or eat there (or places of interest and things to do in the Florida Keys, perhaps also restaurants there and other attractions)?",Please visit: https://greatlocations.com/location-guide/florida-keys/,Great Locations,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
"Where can I find more information about the Greater Miami area and where to play, shop or eat there (or places of interest and things to do in the Florida Keys, perhaps also restaurants there and other attractions)?",Please visit: https://greatlocations.com/location-guide/greater-miami/,Great Locations,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Tell me more about Biscayne National Park?,"Within sight of Miami, yet worlds away, Biscayne protects a rare combination of aquamarine waters, emerald islands, and fish-bejeweled coral reefs. Evidence of 10,000 years of human history is here too; from prehistoric tribes to shipwrecks, and pineapple farmers to presidents. For many, the park is a boating, fishing, and diving destination, while others enjoy a warm breeze and peaceful scenery.  You can learn more at https://www.nps.gov/bisc/index.htm or by calling 305-230-1144.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Can I get a room on the second floor?,"Yes, we can provide you a second-floor room upon request.  Please contact the front desk.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
How many rooms do you have?,We have 123 rooms.,Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
"I have allergies, please let me know how to proceed.","If you have allergies to anything, please see the room before you check in and ensure it is adequate for your needs",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What are the timings for breakfast?,Breakfast is from 6:30 AM to 9:30 AM.,Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Are there carpets in the room?,"Yes, some rooms have carpets.  We also have rooms with porcelain tiles.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Do you have a breakfast for lactose intolerance?,"No, unfortunately, we do not have specific items in the breakfast for people with lactose intolerance.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Do you have a gluten-free breakfast?,"No, unfortunately, we do not have a gluten-free breakfast.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What are the hiking and biking trails in Everglades National Park?,"Royal Palm (4 miles/6 km) from Main Entrance Station.  There are 2 trails at Royal Palm; they are Anhinga Trail and Gumbo Limbo Trail.  
The Anhinga Trail a is 1/2 mile / 800 meter loop.  This trail offers one of the best opportunities to view wildlife up-close.  Fish, turtles, snakes, birds, and alligators may be seen while walking through the freshwater Everglades marsh.
The Gumbo Limbo Trail is a 1/2 mile / 800 meter loop.  The trail winds through a once dense hardwood hammock of gumbo limbo and royal palm trees.  Ripped by Hurricane Andrew, this hammock has rebounded with thick new growth.
The Pinelands Trail is located 7 miles / 11 km from the Main Entrance Station.  This Pinelands Trail is a 1/2 mile / 800 meter loop.  Explore a subtropical pine forest maintained by fire.  The pine rock-lands are the most diverse habitat in south Florida.  Bikes are permitted on this trail.
The Pa-hay-okee Overlook is located 13 miles / 21 km from the Main Entrance Station.  The Pa-hay-okee Overlook is a 1/4 mile / 400 meter loop.  A short walk to a platform provides a spectacular view of the saw grass prairie of the Shark River Slough.
The Mahogany Hammock is located 20 miles / 32 km from the Main Entrance Station.  The Mahogany Hammock is a 1/2 mile / 800 meter loop.  A boardwalk leads out across the glades and into a beautiful subtropical tree island with massive mahogany trees.
Paurotis Pond is located 24 miles / 39 km from the Main Entrance Station.  Depending on the season, this wayside area presents the opportunity to see a wide variety of wading birds, storks, egrets, herons, ibis, roseate spoonbills, and alligators.
Nine mile pond is located 27 miles / 43 km from the Main Entrance Station.  The Nine mile pond is a 5.2 mile loop canoe trail.  This scenic trail passes through shallow grassy marsh with scattered mangrove island.  Watch for alligators, wading birds, and on occasion the endangered snail kite.
West Lake Trail is located 31 miles / 50 km from the Main Entrance Station.  The West Lake Trail is a 1/2 mile / 800 meter loop.  This boardwalk takes you deep into a mangrove forest.  These salt tolerant trees rise from the shallow water on prop roots.
Flamingo is located 38 miles / 61 km from the Main Entrance Station.  There are several trails located in the Flamingo area which are excellent for hiking, biking and bird watching.  The Eco Pond is a 1/2 mile / 800 meter loop.  The Costal Prairie is 7.5 miles one way.  The Snake Bright Trail is 1.8 miles one way on bike.  The Bear Lake Trail is 1.6 miles one way.  The Rowdy Bend is 2.6 miles one way on bike.
For more details on the Everglades National Park trails, please ask the ranger for a park map.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What items do you have for breakfast?,"Our breakfast generally includes: English muffins, muffins, Danishes, cereals (frosted flakes, corn flakes, bran flakes, oat meal, fruit loops), fresh fruit, wheat and white bread, apple and orange juice, regular and decaf coffee, tea and hot chocolate, eggs patties, fully cooked sausage patties, omelet, scrambled eggs, make-your own pancakes and waffles. Please know that specific items may vary due to availability.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What are your reviews and ratings like?,"Our reviews are outstanding and thus our ratings, according to most online travel agencies, put us in the top-tier of hotels in the area.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
What awards have you won?,"We have won Choice Hotels Gold Awards, and Tripadvisor Travelers' Choice Awards.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
Do you have a hot tub?,"No, we do not have a hot tub.",Website,Quality Inn Florida City-Homestead,acfad1dd-2570-4900-a5c2-8f496f88527c,9/25/23
